,0,1,2,3,4,5,6,7,8,9,10,11
4,,,0.3191690146923065,,,,,,,,,
5,,,0.36449480056762695,,,,,,,,,
6,,,0.3635505139827728,,,,,,,,,
7,,,0.3522190749645233,,,,,,,,,
8,,,0.3550519347190857,,,,,,,,,
9,,,0.3446647822856903,,,,,,,,,
10,,,0.3559962213039398,,,,,,,,,
11,,,0.33144477009773254,,,,,,,,,
12,,,0.3512747883796692,,,,,,,,,
13,,,0.33899906277656555,,,,,,,,,
14,,,0.34655335545539856,,,,,,,,,
15,,,0.3635505139827728,,,,,,,,,
16,,,0.3446647822856903,,,,,,,,,
17,,,0.34655335545539856,,,,,,,,,
18,,,0.32861191034317017,,,,,,,,,
19,,,0.36071765422821045,,,,,,,,,
20,,,0.34655335545539856,,,,,,,,,
21,,,0.32011330127716064,,,,,,,,,
22,,,0.3257790505886078,,,,,,,,,
23,,,0.33522191643714905,,,,,,,,,
24,,,0.3635505139827728,,,,,,,,,
0,,,,0.30665379762649536,,,,,,,,
1,,,,0.3037608563899994,,,,,,,,
2,,,,0.31533268094062805,,,,,,,,
3,,,,0.29411765933036804,,,,,,,,
4,,,,0.3548698127269745,,,,,,,,
5,,,,0.3432979881763458,,,,,,,,
6,,,,0.31147539615631104,,,,,,,,
7,,,,0.3269045352935791,,,,,,,,
8,,,,0.32594022154808044,,,,,,,,
9,,,,0.3635486960411072,,,,,,,,
10,,,,0.3442623019218445,,,,,,,,
11,,,,0.3182256519794464,,,,,,,,
12,,,,0.36162006855010986,,,,,,,,
13,,,,0.33654773235321045,,,,,,,,
14,,,,0.3317261338233948,,,,,,,,
15,,,,0.34522661566734314,,,,,,,,
16,,,,0.3201542794704437,,,,,,,,
17,,,,0.34908390045166016,,,,,,,,
18,,,,0.30858245491981506,,,,,,,,
19,,,,0.33654773235321045,,,,,,,,
20,,,,0.3423336446285248,,,,,,,,
21,,,,0.3124397397041321,,,,,,,,
22,,,,0.34040501713752747,,,,,,,,
23,,,,0.3461909294128418,,,,,,,,
24,,,,0.34908390045166016,,,,,,,,
0,,,,,0.3239436745643616,,,,,,,
1,,,,,0.38591548800468445,,,,,,,
2,,,,,0.3539906144142151,,,,,,,
3,,,,,0.3718309998512268,,,,,,,
4,,,,,0.40657275915145874,,,,,,,
5,,,,,0.4000000059604645,,,,,,,
6,,,,,0.37276995182037354,,,,,,,
7,,,,,0.367136150598526,,,,,,,
8,,,,,0.3633802831172943,,,,,,,
9,,,,,0.3849765360355377,,,,,,,
10,,,,,0.3633802831172943,,,,,,,
11,,,,,0.3492957651615143,,,,,,,
12,,,,,0.3765258193016052,,,,,,,
13,,,,,0.38591548800468445,,,,,,,
14,,,,,0.34460094571113586,,,,,,,
15,,,,,0.3464788794517517,,,,,,,
16,,,,,0.35305163264274597,,,,,,,
17,,,,,0.367136150598526,,,,,,,
18,,,,,0.36431923508644104,,,,,,,
19,,,,,0.33615022897720337,,,,,,,
20,,,,,0.3408450782299042,,,,,,,
21,,,,,0.3333333432674408,,,,,,,
22,,,,,0.33896714448928833,,,,,,,
23,,,,,0.3502347469329834,,,,,,,
24,,,,,0.3239436745643616,,,,,,,
0,,,,,,0.28016358613967896,,,,,,
1,,,,,,0.4631901979446411,,,,,,
2,,,,,,0.44069528579711914,,,,,,
3,,,,,,0.4284253716468811,,,,,,
4,,,,,,0.42638036608695984,,,,,,
5,,,,,,0.41513291001319885,,,,,,
6,,,,,,0.4253578782081604,,,,,,
7,,,,,,0.4345603287220001,,,,,,
8,,,,,,0.3875255584716797,,,,,,
9,,,,,,0.3824130892753601,,,,,,
10,,,,,,0.42638036608695984,,,,,,
11,,,,,,0.3773006200790405,,,,,,
12,,,,,,0.38036808371543884,,,,,,
13,,,,,,0.3558282256126404,,,,,,
14,,,,,,0.3711656332015991,,,,,,
15,,,,,,0.3507157564163208,,,,,,
16,,,,,,0.3885480463504791,,,,,,
17,,,,,,0.3997955024242401,,,,,,
18,,,,,,0.3742331266403198,,,,,,
19,,,,,,0.38036808371543884,,,,,,
20,,,,,,0.3650306761264801,,,,,,
21,,,,,,0.3773006200790405,,,,,,
22,,,,,,0.37525561451911926,,,,,,
23,,,,,,0.3967280089855194,,,,,,
24,,,,,,0.38036808371543884,,,,,,
0,,,,,,,0.3757847547531128,,,,,
1,,,,,,,0.36681613326072693,,,,,
2,,,,,,,0.35784754157066345,,,,,
3,,,,,,,0.3273542523384094,,,,,
4,,,,,,,0.34349775314331055,,,,,
5,,,,,,,0.34708520770072937,,,,,
6,,,,,,,0.3112107515335083,,,,,
7,,,,,,,0.340807169675827,,,,,
8,,,,,,,0.36681613326072693,,,,,
9,,,,,,,0.34529146552085876,,,,,
10,,,,,,,0.3282511234283447,,,,,
11,,,,,,,0.31659191846847534,,,,,
12,,,,,,,0.3757847547531128,,,,,
13,,,,,,,0.3641255497932434,,,,,
14,,,,,,,0.34170404076576233,,,,,
15,,,,,,,0.3506726324558258,,,,,
16,,,,,,,0.35695067048072815,,,,,
17,,,,,,,0.34439462423324585,,,,,
18,,,,,,,0.3506726324558258,,,,,
19,,,,,,,0.3273542523384094,,,,,
20,,,,,,,0.32914799451828003,,,,,
21,,,,,,,0.3399103283882141,,,,,
22,,,,,,,0.3614349663257599,,,,,
23,,,,,,,0.34260088205337524,,,,,
24,,,,,,,0.34349775314331055,,,,,
0,,,,,,,,0.1775609701871872,,,,
1,,,,,,,,0.34829267859458923,,,,
2,,,,,,,,0.3219512104988098,,,,
3,,,,,,,,0.2956097424030304,,,,
4,,,,,,,,0.33073171973228455,,,,
5,,,,,,,,0.3668292760848999,,,,
6,,,,,,,,0.3678048849105835,,,,
7,,,,,,,,0.37170732021331787,,,,
8,,,,,,,,0.35121950507164,,,,
9,,,,,,,,0.34634146094322205,,,,
10,,,,,,,,0.3678048849105835,,,,
11,,,,,,,,0.37756097316741943,,,,
12,,,,,,,,0.3385365903377533,,,,
13,,,,,,,,0.34536585211753845,,,,
14,,,,,,,,0.34731706976890564,,,,
15,,,,,,,,0.356097549200058,,,,
16,,,,,,,,0.36195123195648193,,,,
17,,,,,,,,0.3229268193244934,,,,
18,,,,,,,,0.356097549200058,,,,
19,,,,,,,,0.34829267859458923,,,,
20,,,,,,,,0.3278048634529114,,,,
21,,,,,,,,0.3278048634529114,,,,
22,,,,,,,,0.35804876685142517,,,,
23,,,,,,,,0.30341464281082153,,,,
24,,,,,,,,0.32975611090660095,,,,
0,,,,,,,,,0.4744597375392914,,,
1,,,,,,,,,0.4076620936393738,,,
2,,,,,,,,,0.3821218013763428,,,
3,,,,,,,,,0.28192535042762756,,,
4,,,,,,,,,0.3045186698436737,,,
5,,,,,,,,,0.316306471824646,,,
6,,,,,,,,,0.30550098419189453,,,
7,,,,,,,,,0.31139490008354187,,,
8,,,,,,,,,0.3074656128883362,,,
9,,,,,,,,,0.332023561000824,,,
10,,,,,,,,,0.332023561000824,,,
11,,,,,,,,,0.3280943036079407,,,
12,,,,,,,,,0.3172888159751892,,,
13,,,,,,,,,0.3300589323043823,,,
14,,,,,,,,,0.34381139278411865,,,
15,,,,,,,,,0.332023561000824,,,
16,,,,,,,,,0.3457760214805603,,,
17,,,,,,,,,0.31925344467163086,,,
18,,,,,,,,,0.30648329854011536,,,
19,,,,,,,,,0.333988219499588,,,
20,,,,,,,,,0.332023561000824,,,
21,,,,,,,,,0.35265225172042847,,,
22,,,,,,,,,0.32318270206451416,,,
23,,,,,,,,,0.3212180733680725,,,
24,,,,,,,,,0.3280943036079407,,,
0,,,,,,,,,,0.3809971809387207,,
1,,,,,,,,,,0.4308560788631439,,
2,,,,,,,,,,0.48071494698524475,,
3,,,,,,,,,,0.45437440276145935,,
4,,,,,,,,,,0.4195672571659088,,
5,,,,,,,,,,0.3951081931591034,,
6,,,,,,,,,,0.41674506664276123,,
7,,,,,,,,,,0.37535277009010315,,
8,,,,,,,,,,0.38852304220199585,,
9,,,,,,,,,,0.35183441638946533,,
10,,,,,,,,,,0.4111006557941437,,
11,,,,,,,,,,0.4092192053794861,,
12,,,,,,,,,,0.38852304220199585,,
13,,,,,,,,,,0.37347131967544556,,
14,,,,,,,,,,0.368767648935318,,
15,,,,,,,,,,0.3424271047115326,,
16,,,,,,,,,,0.3574788272380829,,
17,,,,,,,,,,0.3537158966064453,,
18,,,,,,,,,,0.32549387216567993,,
19,,,,,,,,,,0.31984949111938477,,
20,,,,,,,,,,0.2878645360469818,,
21,,,,,,,,,,0.31044214963912964,,
22,,,,,,,,,,0.32173094153404236,,
23,,,,,,,,,,0.3301975429058075,,
24,,,,,,,,,,0.31984949111938477,,
0,,,,,,,,,,,0.3812677264213562,
1,,,,,,,,,,,0.413434237241745,
2,,,,,,,,,,,0.42384105920791626,
3,,,,,,,,,,,0.35950803756713867,
4,,,,,,,,,,,0.36140018701553345,
5,,,,,,,,,,,0.3746452331542969,
6,,,,,,,,,,,0.3888363242149353,
7,,,,,,,,,,,0.35950803756713867,
8,,,,,,,,,,,0.3500472903251648,
9,,,,,,,,,,,0.39924314618110657,
10,,,,,,,,,,,0.3339640498161316,
11,,,,,,,,,,,0.35383158922195435,
12,,,,,,,,,,,0.36802271008491516,
13,,,,,,,,,,,0.35193943977355957,
14,,,,,,,,,,,0.35477766394615173,
15,,,,,,,,,,,0.35383158922195435,
16,,,,,,,,,,,0.3481551706790924,
17,,,,,,,,,,,0.35950803756713867,
18,,,,,,,,,,,0.3500472903251648,
19,,,,,,,,,,,0.34437087178230286,
20,,,,,,,,,,,0.3405865728855133,
21,,,,,,,,,,,0.3509933650493622,
22,,,,,,,,,,,0.3263954520225525,
23,,,,,,,,,,,0.3320719003677368,
24,,,,,,,,,,,0.3424787223339081,
0,,,,,,,,,,,,0.2834572494029999
1,,,,,,,,,,,,0.3522304892539978
2,,,,,,,,,,,,0.30390334129333496
3,,,,,,,,,,,,0.29739776253700256
4,,,,,,,,,,,,0.3206319808959961
5,,,,,,,,,,,,0.3280669152736664
6,,,,,,,,,,,,0.3327137529850006
7,,,,,,,,,,,,0.2899628281593323
8,,,,,,,,,,,,0.30947956442832947
9,,,,,,,,,,,,0.3011152446269989
10,,,,,,,,,,,,0.3401486873626709
11,,,,,,,,,,,,0.306691437959671
12,,,,,,,,,,,,0.3345724940299988
13,,,,,,,,,,,,0.30297398567199707
14,,,,,,,,,,,,0.3131970167160034
15,,,,,,,,,,,,0.3122676610946655
16,,,,,,,,,,,,0.31784385442733765
17,,,,,,,,,,,,0.31691449880599976
18,,,,,,,,,,,,0.31691449880599976
19,,,,,,,,,,,,0.31691449880599976
20,,,,,,,,,,,,0.33736059069633484
21,,,,,,,,,,,,0.31133827567100525
22,,,,,,,,,,,,0.3262081742286682
23,,,,,,,,,,,,0.3382899761199951
24,,,,,,,,,,,,0.3317843973636627
